14342388,40339644
14342388,39267302
14342388,334678478
14342388,14375110
14342388,765548
14342388,22731905
14342388,9723702
14342388,32834433
14342388,180540271
14342388,14575287
14342388,5637652
14342388,32728055
14342388,14353392
14342388,15029885
14342388,14749383
14342388,12044592
14342388,112162042
14342388,2440841
14342388,46130870
14342388,20240002
14342388,20291791
14342388,143028106
14342388,717313
14342388,11776602
14342388,9060412
14342388,9267272
14342388,637533
14342388,882131
14342388,30032915
14342388,45136444
14342388,121836261
14342388,180870384
14342388,816653
14342388,10078
14342388,40341445
14342388,15694015
14342388,17453239
14342388,784519
14342388,16031975
14342388,17886586
14342388,113425681
14342388,46254305
14342388,245987967
14342388,1554031
14342388,7648872
14342388,43566598
14342388,7381872
14342388,47785747
14342388,132051240
14342388,167169119
14342388,228241544
14342388,14605770
14342388,47787563
14342388,19435679
14342388,14595061
14342388,14796100
14342388,7622782
14342388,15058949
14342388,7542902
14342388,3352981
14342388,13478302
14342388,205496047
14342388,56876644
14342388,54725391
14342388,19358734
14342388,12223
14342388,19759597
14342388,17218144
14342388,682463
14342388,18653813
14342388,15410058
14342388,6253282
14342388,51263592
14342388,58510665
14342388,3754891
14342388,10257182
14342388,817209
14342388,16958875
14342388,9267332
14342388,14747709
14342388,86890137
14342388,185654587
14342388,24775410
14342388,17795458
14342388,83444817
14342388,26672338
14342388,16241885
14342388,7665302
14342388,2384071
14342388,639013
14342388,12047992
14342388,14116170
14342388,39522848
14342388,1940
14342388,4641021
14342388,713263
14342388,1333441
14342388,18080585
14342388,22461427
14342388,14967259
14342388,14738204
14342388,18732106
14342388,4216361
14342388,17765013
14342388,165316925
14342388,172542720
14342388,6186692
14342388,14184390
14342388,175624200
14342388,14204623
14342388,58634088
14342388,790205
14342388,13334762
14342388,752673
14342388,14429713
14342388,14459351
14342388,776065
14342388,2730471
14342388,9989362
14342388,16132186
14342388,4206131
14342388,16792453
14342388,45924265
14342388,3116191
14342388,108311631
14342388,96848570
14342388,169465964
14342388,5047741
14342388,119420984
14342388,16126822
14342388,36383929
14342388,14705570
14342388,4519121
14342388,17196443
14342388,6586332
14342388,3930521
14342388,8285392
14342388,40197535
14342388,47514573
14342388,135515380
14342388,113660128
14342388,8943
14342388,9213742
14342388,133191041
14342388,18713
14342388,795649
14342388,19853
14342388,115485051
14342388,16132066
14342388,128397354
14342388,123625550
14342388,74768797
14342388,16454149
14342388,15075149
14342388,16436452
14342388,11741922
14342388,11447172
14342388,15250286
14342388,32630683
14342388,25203999
14342388,12734822
14342388,17162594
14342388,7215672
14342388,15494656
14342388,841791
14342388,14501774
14342388,15783127
14342388,7666712
14342388,17256825
14342388,80030475
14342388,14655906
14342388,20369804
14342388,14787828
14342388,74750365
14342388,18319575
14342388,21349322
14342388,65150481
14342388,78060036
14342388,45080344
14342388,15896529
14342388,37093127
14342388,16740346
14342388,68435555
14342388,24216003
14342388,21930308
14342388,3485321
14342388,14441858
14342388,17912187
14342388,11990922
14342388,14763036
14342388,15903390
14342388,15964147
14342388,13482892
14342388,16470072
14342388,18191053
14342388,19515623
14342388,14347671
14342388,19466038
14342388,29538181
14342388,25445948
14342388,16270041
14342388,20348646
14342388,16796046
14342388,17720432
14342388,14253068
14342388,14200347
14342388,17494054
14342388,16102007
14342388,17055675
14342388,17106266
14342388,10252432
14342388,17276292
14342388,14252421
14342388,16352030
14342388,822722
14342388,15395430
14342388,14705228
14342388,16153125
14342388,16122043
14342388,15328302
14342388,15460274
14342388,15258030
14342388,7983292
14342388,15010713
14342388,1038391
14342388,14350575
14342388,8957182
14342388,14212316
14342388,1379071
40339644,19129073
40339644,19907537
40339644,87818409
40339644,4595191
40339644,178030441
40339644,71238010
40339644,17525468
40339644,231833104
40339644,16118151
40339644,26727655
40339644,20067778
40339644,56606811
40339644,19530624
40339644,19869102
40339644,13496142
40339644,19375688
40339644,33823446
40339644,36339024
40339644,51015622
40339644,132503139
40339644,18720595
40339644,115338462
40339644,40454496
40339644,84625059
40339644,15962096
40339644,28692057
40339644,164242095
40339644,19898550
40339644,80802900
40339644,7076492
40339644,17939037
40339644,19394186
40339644,24447643
40339644,18713314
40339644,163015116
40339644,19224421
40339644,13058232
40339644,12925072
40339644,55730496
40339644,17128824
40339644,44190672
40339644,32338167
40339644,23130494
40339644,18713254
40339644,19352570
40339644,21361524
40339644,17296551
40339644,20715659
39267302,105297123
39267302,19511486
39267302,54626493
39267302,100683883
39267302,17034325
39267302,18977397
39267302,161093510
39267302,51263592
39267302,41692369
39267302,40371607
39267302,23839352
39267302,38443170
39267302,14812249
39267302,226251324
39267302,256218030
39267302,40240804
39267302,8239732
39267302,5388022
39267302,63234175
39267302,14342388
39267302,188039706
39267302,270060057
39267302,32423649
39267302,4449461
39267302,67097441
39267302,125773363
39267302,40341445
39267302,104969057
39267302,26283439
39267302,29540066
39267302,15175389
39267302,1521371
39267302,5921452
39267302,15011643
39267302,26537259
39267302,14740219
39267302,14874480
39267302,30313925
39267302,87764480
39267302,32127835
39267302,42712551
39267302,15344867
39267302,120833578
39267302,11094082
39267302,93572843
39267302,27892348
39267302,107146095
39267302,76462445
39267302,40880151
39267302,5033381
